accession	ncbi_taxonomy
MZ209635.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totivirus
MZ969065.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Fusariviridae
KJ469640.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus
BK013859.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae; Condavirus; Condavirus arvivivens
MG252780.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Tospoviridae; Orthotospovirus; Orthotospovirus callaflavi
MK211378.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus
KY249662.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Orthopneumovirus; Orthopneumovirus hominis
KC409278.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
KU057949.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Mitovirus
OK128265.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae
KJ412666.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KP792714.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Nairoviridae; Orthonairovirus; Orthonairovirus qalyubense
JQ350738.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
AB983511.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
KR698353.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
KP881980.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MT498827.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae
FJ457015.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Tolucaviricetes; Tolivirales; Tombusviridae; Procedovirinae; Gammacarmovirus; Gammacarmovirus glycinis
OQ379183.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae
MH427311.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Hepacivirus hominis
KY768856.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Ohlsrhavirus; Ohlsrhavirus ohlsdorf
KX883239.1	Viruses; Riboviria
KX884547.1	Viruses; Riboviria
BK014302.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae
JX272369.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; Bluetongue virus
KU240075.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Spinareoviridae; Aquareovirus; Aquareovirus C
KT861588.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Spinareoviridae; Orthoreovirus; Avian orthoreovirus
JX126912.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
MZ679513.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Norzivirales; Fiersviridae
FJ647218.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Embecovirus; Murine coronavirus
FM213330.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 5
AF363453.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus G
KF726058.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
BK013926.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Pujohnavirus; Pujohnavirus chthonovicinum
EF583041.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
EU414801.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
LC671615.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Mitovirus
KX884378.1	Viruses; Riboviria
KC248198.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus
MZ328282.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Jeilongvirus
KF356542.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
KX373900.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Iflaviridae; Iflavirus; Iflavirus aladeformis
KX907130.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Bastrovirus BAS-3
LN866282.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae
GQ982522.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus
BK013941.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Bahnicevirus; Bahnicevirus tellurihabitans
JX027945.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
AJ557128.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Closteroviridae; Crinivirus
FJ571067.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 12
MG660831.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus
KX184715.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Tornidovirineae; Tobaniviridae; Serpentovirinae; Pregotovirus; Tilitovirus
KX884340.1	Viruses; Riboviria
LN867339.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Alphainfluenzavirus; Alphainfluenzavirus influenzae
EU371560.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
KX884426.1	Viruses; Riboviria
JQ317178.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; SFTS phlebovirus
EU716175.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Paavivirinae; Parechovirus; Parechovirus A
KX884009.1	Viruses; Riboviria
BK013572.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Pirifovirus; Pirifovirus chorohabitans
AB972431.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Arenaviridae; Mammarenavirus
MF593928.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus
KC579520.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
LT158407.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Pestivirus; Pestivirus suis
LC648931.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Partitiviridae
AY297028.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
MK073885.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
X63135.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Togaviridae; Alphavirus
MZ209927.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Jingchuvirales; Chuviridae; Chuvivirus
KX463272.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Tospoviridae; Orthotospovirus; Orthotospovirus tomatoflavi
HM566159.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Uukuvirus; Uukuvirus schmidti
MF348200.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales
LC123386.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Gammainfluenzavirus; Gammainfluenzavirus influenzae
AB742454.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Victorivirus
KP940126.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; African horse sickness virus
OL415262.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus
BK062305.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Duplopiviricetes; Durnavirales; Amalgaviridae; Amalgavirus
KC954611.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Seadornavirus
BK013898.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Arctuvirus; Arctuvirus arvivivens
JX173277.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Betaflexiviridae; Trivirinae; Divavirus
JQ928944.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Quaranjavirus; Quaranjavirus tyulekense
OK573449.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Howeltoviricetes; Cryppavirales; Mitoviridae; Mitovirus
OK086697.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Ephemerovirus
LC215898.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Sapovirus; Sapporo virus
KP883212.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MN994468.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
KC189855.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
KX883654.1	Viruses; Riboviria
KX882970.1	Viruses; Riboviria
HQ392821.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
EF632069.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus
MN605476.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Betascleroulivirus; Betascleroulivirus botrytidis
AY302560.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus B
CY019665.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
MN617794.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Magsaviricetes; Nodamuvirales; Nodaviridae
KT581957.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Chrysoviridae; Alphachrysovirus; Alphachrysovirus colletotrichi
LT600781.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
KX884265.1	Viruses; Riboviria
KM252792.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus
M58152.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Betaflexiviridae; Trivirinae; Trichovirus
HQ404253.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Hantaviridae; Mammantavirinae; Orthohantavirus; Orthohantavirus luxiense
KJ919333.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
KJ753368.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MZ209847.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae; Totivirus
MN611630.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Miaviricetes; Ourlivirales; Botourmiaviridae; Ourmiavirus
EF424627.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Hepacivirus; Hepacivirus hominis
MZ558516.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Vidaverviricetes; Mindivirales; Cystoviridae; Cystovirus
CY018699.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Insthoviricetes; Articulavirales; Orthomyxoviridae; Betainfluenzavirus; Betainfluenzavirus influenzae
FJ890355.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae; Mamastrovirus; Mamastrovirus 7
EU043335.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Virgaviridae; Tobamovirus
KJ919335.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
KF356549.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Bandavirus; Bandavirus dabieense
MW893686.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Totiviridae
JQ898334.1	Viruses; Riboviria
DQ641510.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
KM886354.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus
KM580454.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; Bluetongue virus
KF429776.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
MZ328287.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Rubulavirus
AY427798.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Tornidovirineae; Tobaniviridae; Torovirinae; Torovirus; Renitovirus; Bovine torovirus
KX883599.1	Viruses; Riboviria
KP939369.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus; African horse sickness virus
OM451115.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Stellavirales; Astroviridae
LT898427.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus; Pedacovirus
KU762338.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Nobecovirus; Rousettus bat coronavirus GCCDC1
AF023848.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Stelpaviricetes; Patatavirales; Potyviridae; Potyvirus
AB972475.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
LC228326.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
EF554148.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KT918446.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
KP882343.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MN988713.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Sarbecovirus; Severe acute respiratory syndrome-related coronavirus
AY751778.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales; Tymoviridae; Tymovirus; Tymovirus nemesiae
LC066511.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
MG812376.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Deltacoronavirus; Buldecovirus
JN867758.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Caphthovirinae; Cosavirus
KY049863.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Orbivirus
BK013544.1	Viruses; Riboviria; Orthornavirae; Lenarviricota; Leviviricetes; Timlovirales; Steitzviridae; Bahnicevirus; Bahnicevirus chthonenecus
AF013407.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Orthoflavivirus; Orthoflavivirus kokoberaorum
KR705355.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus
MH688524.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Lostrhavirus; Lostrhavirus hyalomma
LC066466.1	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Martellivirales; Bromoviridae; Cucumovirus
KP792678.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Peribunyaviridae; Orthobunyavirus; Orthobunyavirus tataguineense
GQ496218.1	Viruses; Riboviria; Orthornavirae; Duplornaviricota; Resentoviricetes; Reovirales; Sedoreoviridae; Rotavirus; Rotavirus A
AF462418.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Picornaviridae; Ensavirinae; Enterovirus; Enterovirus C
KF893260.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Pneumoviridae; Orthopneumovirus; Orthopneumovirus hominis
KJ473795.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Alphacoronavirus; Minunacovirus; Miniopterus bat coronavirus 1
AB972487.1	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Caliciviridae; Norovirus; Norwalk virus
MF695812.1	Viruses; Riboviria; Orthornavirae; Negarnaviricota; Polyploviricotina; Ellioviricetes; Bunyavirales; Phenuiviridae; Phlebovirus; Phlebovirus ntepesense
